,Cuisine Style,Price Range,Number of Reviews
5643,"['Italian', 'Mediterranean', 'European']",$$ - $$$,29
5699,"['Italian', 'Mediterranean', 'European']",$$ - $$$,232
5640,['German'],$,12
5635,"['Steakhouse', 'Barbecue', 'European']",$$ - $$$,72
5698,"['Cafe', 'Vegetarian Friendly']",$$ - $$$,24
5665,"['Bakeries', 'European', 'Swedish']",$$ - $$$,42
5644,"['Italian', 'Pizza', 'European']",$$ - $$$,270
5658,"['Polish', 'European', 'Eastern European']",$$ - $$$,86
5695,"['Italian', 'German', 'Mediterranean']",$,1
5700,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,112
5398,,,3
5379,['Italian'],$,23
5686,"['French', 'European', 'Wine Bar']",$$ - $$$,71
5401,"['European', 'Hungarian']",,2
5438,"['Bar', 'Pub']",$$ - $$$,23
5388,"['Caribbean', 'Jamaican']",,5
5472,,$$ - $$$,174
5371,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1189
5384,"['Spanish', 'Vegetarian Friendly']",$$ - $$$,20
5455,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,478
5530,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,33
5549,"['Polish', 'International', 'European']",$$ - $$$,26
5508,"['Italian', 'Steakhouse', 'Seafood']",$$ - $$$,570
5275,"['American', 'Bar', 'Pub']",$$ - $$$,62
5237,"['Italian', 'Pizza']",$$ - $$$,12
5527,"['Barbecue', 'Armenian']",$$ - $$$,87
5569,"['Italian', 'Bar', 'Cafe']",$,20
5538,"['Caribbean', 'Asian', 'Jamaican']",$$ - $$$,276
5476,"['Sushi', 'Thai']",,4
5520,['Greek'],$$ - $$$,44
5493,"['Chinese', 'Japanese', 'Asian']",$$ - $$$,112
5535,['Fast Food'],$,71
5487,"['Chinese', 'Japanese', 'Asian']",$$ - $$$,16
5599,"['American', 'International', 'Barbecue']",$,5
5525,,$,39
5541,,$$ - $$$,6
5732,"['Bar', 'Mediterranean', 'European']",$,85
5746,"['Bar', 'International', 'European']",$$ - $$$,94
5751,,,7
5744,['Turkish'],,5
5617,"['Bar', 'Pub']",$,45
5638,['Italian'],,32
5682,['Pizza'],,12
5607,,,1
5761,['Cafe'],,2
5790,"['Mediterranean', 'Spanish']",$$ - $$$,6
5610,"['American', 'Steakhouse', 'Barbecue']",$$ - $$$,135
5681,"['European', 'Czech']",,9
5692,['Italian'],$,8
5645,"['Italian', 'Mediterranean', 'European']",$$ - $$$,435
5652,"['Italian', 'Pizza', 'Barbecue']",$,294
5256,"['Quick Bites', 'American', 'Bar']",$,111
5813,['Cafe'],,1
5312,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,38
5701,"['Italian', 'Pizza', 'Fast Food']",$,161
5693,"['Indian', 'Fast Food', 'Vegetarian Friendly']",$,33
5621,['American'],$$ - $$$,70
5416,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,102
5396,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,48
5347,,,
5395,"['Quick Bites', 'American', 'Bar']",$,307
5414,,,
5321,,,
5758,['French'],,23
5827,"['French', 'European']",$$ - $$$,31
5816,['Fast Food'],,4
5796,"['Italian', 'Bar', 'Cafe']",$,35
5771,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,1092
5380,,,
5820,"['European', 'Pub', 'Czech']",$,81
5449,,,
5819,"['Mediterranean', 'Spanish']",$$ - $$$,31
5801,"['Fast Food', 'Street Food']",$,4
5453,,,
5590,,,
5540,,,
5568,,,
5762,,,
5436,"['European', 'Scandinavian', 'Norwegian']",$$$$,571
5451,"['Italian', 'Pizza', 'European']",$$ - $$$,554
5559,"['Steakhouse', 'British', 'Grill']",$$ - $$$,450
5725,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,835
5722,"['Greek', 'Vegetarian Friendly']",$$ - $$$,40
5738,"['Japanese', 'Sushi']",$$ - $$$,308
5728,"['Chinese', 'Asian', 'Thai']",$$ - $$$,156
5710,"['Japanese', 'Sushi', 'Thai']",,5
5740,"['Mexican', 'Latin', 'South American']",$$ - $$$,567
5753,"['International', 'Barbecue']",$,8
5528,,$,13
5672,"['Bar', 'Pub']",$$ - $$$,25
5663,['Italian'],$,7
5443,"['Brazilian', 'Irish', 'Bar']",$,65
5356,,,
5604,,$$ - $$$,27
5742,,,6
5713,"['Quick Bites', 'Polish', 'Cafe']",$,69
5735,"['French', 'European', 'Wine Bar']",$$ - $$$,158
5745,"['Swiss', 'European', 'Central European']",$$ - $$$,89
5736,"['Cafe', 'Contemporary', 'Vegetarian Friendly']",$$ - $$$,100
5754,"['French', 'Bar', 'European']",$$ - $$$,95
5712,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,219
5711,"['Quick Bites', 'Japanese', 'Fast Food']",$,184
5705,['Bar'],$$ - $$$,100
5709,['Italian'],$$ - $$$,8
5308,,,
5798,['Cafe'],$$ - $$$,13
5770,,$$ - $$$,6
5602,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,53
5778,,,5
5810,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,262
5825,['American'],,1
5403,,,
5584,"['Asian', 'Thai', 'Vegetarian Friendly']",$$ - $$$,92
5409,,,
5850,,,3
5654,"['Slovenian', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,1120
5847,,,2
5372,,,
5606,,,
5659,,,
5624,,,
5773,,,
5648,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,1235
5627,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,246
5613,"['Asian', 'Thai', 'Street Food']",$$ - $$$,12
5664,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",$$ - $$$,52
5660,['Catalan'],$$ - $$$,173
5673,"['Mediterranean', 'Spanish', 'Grill']",$,8
5666,"['Bar', 'British', 'Pub']",$$ - $$$,47
5702,,$,13
5641,"['Indian', 'Vegetarian Friendly']",$$ - $$$,67
5649,"['European', 'Danish', 'Vegetarian Friendly']",$$ - $$$,861
5633,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,44
5688,"['Chinese', 'Asian', 'Thai']",$$$$,606
5611,['International'],$,78
5440,"['Italian', 'Seafood', 'Gluten Free Options']",$$ - $$$,25
5484,"['Quick Bites', 'American', 'Fast Food']",$$ - $$$,938
5750,"['International', 'European', 'Vegetarian Friendly']",$$ - $$$,21
5752,"['Mediterranean', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,135
5743,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,20
5776,"['European', 'Portuguese']",$$ - $$$,35
5805,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$$$,120
5802,"['Italian', 'Turkish']",$,7
5794,"['Italian', 'Pizza', 'Vegetarian Friendly']",$,138
5789,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,283
5784,"['International', 'European', 'British']",$$ - $$$,573
5670,"['Chinese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,27
5833,"['Bar', 'British', 'Pub']",$$ - $$$,30
5780,"['Bar', 'Pub', 'Romagna']",$,2
5822,"['Brazilian', 'European', 'Portuguese']",$$ - $$$,15
5768,"['French', 'Cafe']",,11
5755,"['Mediterranean', 'European', 'Portuguese']",$,9
5777,['French'],,3
5787,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,16
5782,,,3
5694,"['Italian', 'Mediterranean']",$$ - $$$,20
5257,"['Quick Bites', 'Fast Food']",$,3
5675,"['Cafe', 'Vegetarian Friendly']",$$ - $$$,32
5837,,,1
5620,"['Steakhouse', 'Austrian', 'Gastropub']",$$ - $$$,258
5233,"['International', 'European', 'Contemporary']",$$$$,2295
5626,"['European', 'British', 'Vegetarian Friendly']",$$$$,299
5473,['Asian'],,64
5405,"['Venezuelan', 'Colombian']",$$ - $$$,157
5374,"['Italian', 'Mediterranean', 'Northern-Italian']",$$ - $$$,128
5733,,$$ - $$$,28
5756,['Asian'],$$ - $$$,5
5766,"['Italian', 'Healthy', 'Vegetarian Friendly']",$$ - $$$,108
5788,"['European', 'Portuguese']",$,9
5828,"['European', 'Wine Bar', 'Central European']",$$ - $$$,282
5839,"['European', 'Croatian']",$$ - $$$,13
5838,"['Chinese', 'Japanese', 'Sushi']",,8
5616,"['European', 'British', 'Vegetarian Friendly']",$$ - $$$,630
5785,"['Italian', 'Mediterranean', 'European']",$$ - $$$,155
5821,"['European', 'Healthy', 'Swedish']",$,9
5885,,,4
5786,"['French', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,1320
5824,"['Italian', 'Mediterranean', 'Romana']",$$ - $$$,1199
5832,"['French', 'Belgian', 'European']",,251
5529,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,8
5860,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,16
5760,"['Italian', 'Pizza', 'Mediterranean']",$,790
5898,"['Italian', 'Bar', 'Pub']",$,32
5807,,$,7
5779,"['Chinese', 'Cajun & Creole', 'Asian']",$,12
5871,"['Cafe', 'British']",$,15
5823,['Indian'],$$ - $$$,52
5377,,,
5765,"['Italian', 'Mediterranean', 'European']",$$ - $$$,84
5581,['Bakeries'],$,51
5488,['Cafe'],$$ - $$$,73
5651,"['Seafood', 'Fast Food', 'European']",$$ - $$$,5
5510,,,
5669,,,
5737,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,9
5676,,,
5890,"['Bar', 'British', 'Pub']",$$ - $$$,211
5642,,,
5657,,,
5723,"['Dessert', 'Cafe', 'Vegetarian Friendly']",$$ - $$$,63
5636,,,
5677,,,
5739,"['Cafe', 'Romana', 'Lazio']",$$ - $$$,242
5747,"['French', 'European']",$$ - $$$,367
5717,"['Chinese', 'Cantonese', 'Szechuan']",$$$$,6813
5748,"['French', 'European', 'Vegetarian Friendly']",$$$$,314
5444,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,321
5708,['French'],,1
5704,['French'],,23
5719,"['Seafood', 'Fast Food']",$$ - $$$,93
5730,['Indian'],,2
5724,"['Polish', 'European']",$$ - $$$,27
5707,"['Bar', 'Pub']",$,39
5490,"['American', 'Fast Food', 'Vegetarian Friendly']",$$ - $$$,45
5795,['Italian'],,6
5804,"['German', 'European', 'Central European']",$$ - $$$,85
5781,"['Mediterranean', 'Spanish', 'Gluten Free Options']",$$ - $$$,60
5841,"['Dutch', 'European']",$$ - $$$,42
5878,['Japanese'],,4
5858,"['Italian', 'Pizza', 'European']",$$ - $$$,53
5884,,$,53
5507,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,239
5877,,,4
5764,"['American', 'Caribbean', 'International']",$$ - $$$,9
5485,,$$ - $$$,48
5836,"['International', 'European', 'Scandinavian']",$$ - $$$,212
5809,['Asian'],$,8
5875,,,2
5896,,,2
5835,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,294
5612,"['Chinese', 'Japanese', 'Seafood']",$,142
5637,"['Bar', 'Mediterranean', 'Spanish']",$,8
5851,"['Mediterranean', 'Spanish']",$$ - $$$,194
5634,"['European', 'Czech', 'Central European']",$$ - $$$,73
5844,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,36
5848,"['French', 'Spanish', 'Wine Bar']",$$ - $$$,32
5854,"['Swiss', 'Vegetarian Friendly']",$$ - $$$,32
5679,['Spanish'],$$ - $$$,11
5598,,,
5856,,$$ - $$$,44
5845,"['European', 'Portuguese']",$$ - $$$,15
5852,"['French', 'Bar', 'International']",$$ - $$$,170
5874,"['Mediterranean', 'European', 'Greek']",$$ - $$$,598
5678,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,249
5900,['Seafood'],,9
5865,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,640
5917,"['Cafe', 'Contemporary', 'Vegetarian Friendly']",$,21
5741,,,
5721,,,
5731,,,
5680,,,
5799,"['European', 'Scandinavian']",$,10
5727,,,
5840,"['Quick Bites', 'Bar', 'British']",$$ - $$$,174
5792,"['Bar', 'Mediterranean', 'Spanish']",$$ - $$$,129
5826,"['German', 'Central European', 'Vegetarian Friendly']",$$ - $$$,63
5387,"['Steakhouse', 'Grill']",$$ - $$$,300
5815,,,105
5622,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,206
5515,"['Deli', 'Middle Eastern', 'Israeli']",$$ - $$$,275
5763,"['Seafood', 'European', 'Portuguese']",$$ - $$$,114
5834,"['Chinese', 'Japanese', 'Sushi']",$$ - $$$,60
5516,"['Italian', 'Mediterranean', 'European']",$$ - $$$,117
5757,"['Bar', 'European', 'Pub']",$$ - $$$,49
5512,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,814
5829,['Spanish'],$,6
5817,"['European', 'Czech']",$,15
5830,"['Pizza', 'International']",$$ - $$$,54
5857,"['Mediterranean', 'Vegan Options']",$$ - $$$,5
5873,['French'],,7
5808,"['Italian', 'Mediterranean', 'European']",$$ - $$$,123
5863,,$$ - $$$,15
5769,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,218
5759,"['Cafe', 'Vegetarian Friendly']",$,21
5605,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,41
5793,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,34
5791,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,93
5557,,,
5655,"['Italian', 'International', 'Vegetarian Friendly']",$$ - $$$,17
5596,,,
5880,,,8
5504,,,
5767,"['Japanese', 'Sushi', 'Japanese Fusion']",$$ - $$$,25
5861,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,185
5691,,,
5882,['Chinese'],$,9
5714,"['Uzbek', 'Vegetarian Friendly']",$$ - $$$,55
5901,"['Mediterranean', 'Greek']",,7
5902,,$,10
5907,['Diner'],$$ - $$$,12
5903,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,212
5909,"['American', 'Bar', 'Pub']",$$ - $$$,20
5831,,,
5718,"['Italian', 'Mediterranean', 'European']",$$ - $$$,636
5849,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,186
5887,"['German', 'European', 'Central European']",$$ - $$$,27
5869,,$$ - $$$,49
5872,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,370
5894,"['Lebanese', 'Fast Food', 'Mediterranean']",$,149
5886,['Spanish'],,1
5883,"['Bar', 'British', 'Pub']",$$ - $$$,36
5526,"['Bar', 'International', 'Spanish']",$$ - $$$,1309
5853,"['Chinese', 'Asian', 'Taiwanese']",$,5
5904,,$$ - $$$,3
5911,"['Quick Bites', 'Bar', 'British']",$,478
5842,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,30
5910,"['Swiss', 'European']",,3
5843,"['German', 'Fast Food']",$,43
5687,"['Dutch', 'European', 'Vegetarian Friendly']",$$ - $$$,122
5879,"['Mediterranean', 'European', 'Greek']",$$ - $$$,203
5897,"['Austrian', 'European', 'Vegetarian Friendly']",$$ - $$$,21
5859,"['International', 'European', 'Vegetarian Friendly']",$$ - $$$,50
5891,,,5
5867,"['Bar', 'European', 'Pub']",$,68
5895,"['Japanese', 'Sushi', 'Asian']",$$ - $$$,65
5918,"['Chinese', 'Sushi', 'Asian']",,11
5923,['Italian'],,6
5915,,$$ - $$$,65
5921,['Fast Food'],,8
5916,['Turkish'],$,6
5922,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,220
5933,"['Japanese', 'Sushi', 'Asian']",$,29
5783,"['Bar', 'Deli', 'Pub']",$,3
5814,"['Italian', 'Pizza', 'Seafood']",$,249
5855,['Wine Bar'],$$ - $$$,9
5862,['Bar'],$$ - $$$,35
5888,,,
5893,,,
5889,,,
5866,,,
5775,"['Bar', 'British', 'Pub']",$$ - $$$,488
5690,['Italian'],$,29
5876,"['Bar', 'Pub']",$$ - $$$,41
5734,"['American', 'Fast Food', 'Barbecue']",$,48
5870,"['French', 'Mediterranean']",$,3
5629,"['Dessert', 'Cafe', 'European']",$$ - $$$,854
5899,,$,17
5706,"['Italian', 'Vegetarian Friendly']",$,294
5908,"['French', 'Fast Food', 'Vegetarian Friendly']",$,20
5772,['Polish'],$$ - $$$,76
5906,"['Seafood', 'Mediterranean', 'European']",$$ - $$$,82
5774,"['Belgian', 'Bar', 'European']",$$ - $$$,81
5812,"['French', 'European']",$,147
5800,,,
5797,,,
5803,,,
5846,,,
5940,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,142
5937,"['Japanese', 'Asian', 'Thai']",$$ - $$$,39
5932,"['Cafe', 'Healthy', 'Wine Bar']",$,67
5892,,,
5914,"['French', 'Bar', 'European']",$$ - $$$,197
5930,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,125
5811,"['French', 'European']",$$ - $$$,14
5913,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$,23
5806,"['French', 'European', 'Vegetarian Friendly']",$$ - $$$,573
5864,"['Italian', 'Bar', 'Pub']",$,115
5881,,,
5947,,,3
5905,,,
5912,,,
5920,"['Italian', 'Tuscan', 'Northern-Italian']",$$ - $$$,59
5931,"['European', 'Swedish', 'Scandinavian']",$$$$,1563
5934,"['Quick Bites', 'Pizza', 'Fast Food']",$,24
5938,"['Mediterranean', 'European', 'Portuguese']",$$ - $$$,491
5935,"['Quick Bites', 'Bar', 'British']",$,1363
5925,"['Quick Bites', 'British']",$,15
5939,"['Swiss', 'European', 'Central European']",$$ - $$$,208
5941,['French'],,4
5926,['American'],$,11
5928,"['European', 'Portuguese']",$,21
5927,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",$,18
5868,"['Italian', 'Pizza', 'Mediterranean']",$,2694
5943,,,1
5945,['Vietnamese'],$$ - $$$,57
5942,['Greek'],$$ - $$$,1
5946,"['German', 'Cafe', 'European']",$$ - $$$,1133
5924,"['American', 'Fast Food', 'European']",$,95
5965,"['European', 'Street Food', 'Eastern European']",$,17
5961,,,1
5950,"['Italian', 'Bar', 'Pizza']",$$ - $$$,516
5954,['Deli'],$,11
5952,,,2
5948,"['Pizza', 'European', 'Vegetarian Friendly']",$,247
5955,"['French', 'Swiss', 'European']",$$ - $$$,14
5949,"['Barbecue', 'Street Food']",$$ - $$$,37
5919,,,
5929,"['Italian', 'French', 'Vegetarian Friendly']",$$ - $$$,31
5976,"['Fast Food', 'Healthy', 'Soups']",$,5
5962,,,2
5959,['Quick Bites'],$,88
5956,"['Vegetarian Friendly', 'Vegan Options', 'Halal']",$,72
5957,"['Vegetarian Friendly', 'Gluten Free Options']",$,321
5960,"['Mediterranean', 'Egyptian']",,9
5994,"['European', 'Czech']",,1
5982,"['Bar', 'Mediterranean', 'European']",$,78
5986,,,3
5987,['Turkish'],$$ - $$$,3
5977,"['Pizza', 'Central European', 'Hungarian']",$,16
5980,"['French', 'European']",$$ - $$$,141
5963,,,
5951,"['Quick Bites', 'Bar', 'British']",$$ - $$$,449
5966,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",$$ - $$$,184
5969,"['Japanese', 'Seafood', 'Sushi']",$$ - $$$,13
5972,"['German', 'European', 'Central European']",$,74
5971,"['American', 'Bar', 'Pub']",$$ - $$$,472
5974,"['Cafe', 'British']",,5
5967,,$,9
5936,"['Cafe', 'Middle Eastern', 'Persian']",$$ - $$$,292
5953,"['European', 'Central European', 'Vegetarian Friendly']",$$$$,722
5973,,,
5978,"['Bar', 'Cafe', 'Seafood']",$$ - $$$,78
5988,"['French', 'Bar', 'European']",$$ - $$$,126
5984,['Mediterranean'],,19
5993,,,2
5997,,$$ - $$$,18
5996,"['European', 'Croatian', 'Central European']",$$ - $$$,110
5991,['Pizza'],,24
5990,"['American', 'British']",$,9
5989,,,3
5985,"['American', 'Cafe', 'British']",$,44
5995,"['Italian', 'Mediterranean', 'European']",$$ - $$$,167
5981,"['Indian', 'Asian', 'Pakistani']",$$ - $$$,63
5944,,,
6006,"['Mediterranean', 'Barbecue', 'Catalan']",$,54
6003,['Bar'],$$ - $$$,62
5964,,,
5970,"['Japanese', 'Asian', 'Vegetarian Friendly']",$$ - $$$,99
5968,"['Chinese', 'Asian', 'Diner']",$$ - $$$,62
5999,,$,5
5998,,$$ - $$$,4
6020,,$,4
5983,,,
6013,"['Cafe', 'International', 'European']",$$ - $$$,478
6005,['French'],$$ - $$$,33
6001,,$$ - $$$,8
6002,"['Bar', 'British', 'Pub']",$$ - $$$,108
6011,['French'],$,11
6009,"['Italian', 'Mediterranean', 'Romana']",$,120
6008,"['Healthy', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,383
6007,['Pub'],$,45
6012,['Mediterranean'],$$ - $$$,15
5958,"['Italian', 'Bar', 'Pub']",$$ - $$$,54
6023,"['Lebanese', 'Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,25
6024,"['Japanese', 'Peruvian', 'Spanish']",$$ - $$$,25
5992,,,
6043,"['French', 'European', 'Scandinavian']",$$$$,185
6018,"['Mediterranean', 'Spanish']",$$ - $$$,62
6015,,,15
6017,"['Steakhouse', 'Barbecue']",$$ - $$$,131
6031,"['Italian', 'Pizza', 'European']",$$ - $$$,286
6000,['Pub'],$$ - $$$,27
6004,,,
6021,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$,20
6026,"['Bar', 'British', 'Pub']",$$ - $$$,1838
5979,"['Chinese', 'Asian', 'Cantonese']",$$ - $$$,155
6047,['Healthy'],$$ - $$$,10
6042,['Cafe'],$$ - $$$,45
6044,"['Fast Food', 'Turkish', 'Middle Eastern', 'Halal']",,19
6057,"['German', 'European', 'Central European']",$$ - $$$,480
6040,"['Deli', 'Vegetarian Friendly']",$$ - $$$,47
6052,"['Polish', 'European', 'Central European']",$$ - $$$,31
6016,,,
5975,"['Latin', 'Argentinean', 'South American']",$$ - $$$,15
6030,['Bar'],,12
6036,"['Chinese', 'Asian', 'Vegetarian Friendly']",$,89
6037,,,2
6027,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,296
6022,"['French', 'European', 'Vegetarian Friendly']",$$$$,415
6050,,,4
6060,"['Polish', 'European', 'Eastern European']",$$ - $$$,703
6041,"['International', 'European', 'Wine Bar']",$$$$,154
6056,['Italian'],$,37
6055,"['German', 'Austrian', 'Bar']",$$ - $$$,210
6054,"['Italian', 'Mediterranean', 'European']",$$ - $$$,73
6046,"['African', 'Middle Eastern', 'Arabic']",$$ - $$$,27
6051,"['Bar', 'British', 'Pub']",$$ - $$$,218
6049,"['Quick Bites', 'Mexican', 'Fast Food']",$,59
6014,,,
6063,,,2
6025,,,
6010,"['Mediterranean', 'Vegetarian Friendly']",$$ - $$$,168
6061,"['Mediterranean', 'European', 'Middle Eastern']",$$ - $$$,277
6070,"['Italian', 'Pizza', 'Mediterranean']",$$ - $$$,117
6038,"['Italian', 'Pizza']",$$ - $$$,240
6045,,$$ - $$$,69
6053,"['French', 'European', 'Swedish']",$$ - $$$,205
6033,,,
6028,,,
6059,"['American', 'Fast Food']",$$ - $$$,192
6073,"['Italian', 'Seafood', 'Mediterranean']",$$ - $$$,391
6068,"['Mediterranean', 'Argentinean', 'South American']",$$ - $$$,12
6029,,,
6084,"['Grill', 'Halal']",,2
6035,,,
6067,,,
6019,"['Polish', 'European', 'Wine Bar']",$$ - $$$,150
6071,"['International', 'European']",,3
6072,"['Asian', 'Pub']",$,22
6069,"['Dutch', 'European']",$,4
6074,"['Italian', 'Pizza', 'Vegetarian Friendly']",$$ - $$$,33
6034,"['Mediterranean', 'European', 'Spanish']",$,154
6143,['Bar'],$$ - $$$,182
6092,"['Italian', 'Mediterranean', 'European']",$$ - $$$,50
6080,['Spanish'],$$ - $$$,68
6076,"['Cafe', 'Vegetarian Friendly']",$,28
6085,"['Italian', 'Mediterranean', 'European']",$$ - $$$,130
6079,"['Steakhouse', 'Barbecue', 'Spanish']",$$ - $$$,135
6058,"['Italian', 'Mediterranean', 'European']",$$ - $$$,282
6102,"['Middle Eastern', 'Vegetarian Friendly']",$$ - $$$,26
6103,,,7
6097,"['Mediterranean', 'Street Food']",$$ - $$$,27
6114,"['Mediterranean', 'Spanish']",,10
6106,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",$$ - $$$,86
6113,"['Italian', 'Vegetarian Friendly']",$$$$,25
6134,['Vietnamese'],$$ - $$$,9
6064,['Vietnamese'],$,13
6120,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,98
6150,"['Specialty Food Market', 'International']",,2
6149,"['American', 'Fast Food', 'European']",$,24
6130,"['European', 'Portuguese']",,4
6148,"['International', 'British', 'Pub']",$$ - $$$,311
6100,"['European', 'Croatian', 'Central European']",$$ - $$$,41
6216,"['European', 'Portuguese', 'Vegetarian Friendly']",$$ - $$$,370
6094,,$$ - $$$,80
6032,,,
6039,,,
6235,['Italian'],,4
6169,"['Italian', 'Pizza', 'Mediterranean']",$,762
6154,"['Belgian', 'Brew Pub', 'Bar']",$$ - $$$,38
6174,"['Mediterranean', 'European', 'Spanish']",$$ - $$$,94
6202,,$,14
6263,['American'],,1
6098,,,
6075,"['Indian', 'Asian', 'Vegetarian Friendly']",$$ - $$$,173
6090,"['Spanish', 'Catalan', 'Vegetarian Friendly']",$,530
6082,"['Italian', 'Vegetarian Friendly']",$$ - $$$,285
6133,"['Grill', 'Healthy', 'Armenian']",,3
6153,"['French', 'European']",,3
6086,"['African', 'Vegetarian Friendly', 'Vegan Options']",$,167
6048,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",$$ - $$$,92
6081,"['Italian', 'Pizza', 'European']",$$ - $$$,268
6091,"['Italian', 'Contemporary', 'Portuguese']",$$ - $$$,21
6093,"['American', 'Bar', 'Vegetarian Friendly']",$$ - $$$,277
6095,"['Pizza', 'Argentinean', 'South American']",$,1
6165,"['French', 'Belgian', 'European']",$$ - $$$,91
6116,"['Italian', 'French', 'Mexican']",$$ - $$$,29
6096,['French'],,1
6099,,$,10
6109,"['Mediterranean', 'Greek']",$,29
6108,"['Mediterranean', 'European', 'Greek']",$$ - $$$,75
6115,"['Bar', 'Pub']",$$ - $$$,7
6117,['Vegan Options'],$,47
6104,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",$$ - $$$,79
6280,['Italian'],$$ - $$$,4
6275,"['Latin', 'International', 'Mediterranean']",$$ - $$$,172
6123,"['Mediterranean', 'Spanish']",,10
